,order_number,order_date,customer_name,channel,product_name,order_quantity,unit_price,revenue,total unit cost,state,state_name,region,lat,longitude,budget,2017 budget
34806,SO - 0007148,2016-04-01,Divanoodle Ltd,Wholesale,Product 25,9,1983.2,17848.8,1408.072,CA,California,West,34.1064,-117.37032,5342315.484,
34807,SO - 0007531,2016-04-01,Walgreen Corp,Wholesale,Product 27,10,1869.3,18693.0,1345.896,TX,Texas,South,29.8729,-97.93773,964940.2310000001,
34808,SO - 0007740,2016-04-01,Avavee Group,Distributor,Product 29,12,871.0,10452.0,679.38,NY,New York,Northeast,42.73911,-78.85713,594471.5700000001,
34809,SO - 0010046,2016-04-01,Shuffledri Group,Distributor,Product 13,10,3999.9,39999.0,3359.916,UT,Utah,West,41.223,-111.97383,3720639.645,
34810,SO - 0010108,2016-04-01,Neutrogena Ltd,Wholesale,Product 2,5,201.0,1005.0,158.79000000000002,MA,Massachusetts,Northeast,42.52787,-70.92866,3050087.565,
34811,SO - 0008298,2016-04-01,Flipbug Ltd,Export,Product 5,5,5098.7,25493.5,3365.142,MD,Maryland,South,39.25066,-76.52052,3925424.5420000004,
34812,SO - 0001611,2016-04-01,Bath Group,Export,Product 3,10,2257.9,22579.0,1264.4240000000002,MA,Massachusetts,Northeast,42.70704,-71.16311,2642352.432,
34813,SO - 0001670,2016-04-01,Camido Company,Distributor,Product 13,6,2405.3,14431.800000000001,1828.0280000000002,IN,Indiana,Midwest,39.95559,-86.01387,3720639.645,
34814,SO - 0001676,2016-04-01,Ascend Ltd,Distributor,Product 2,10,1842.5,18425.0,1437.15,CT,Connecticut,Northeast,41.76593,-72.68158,3050087.565,
34815,SO - 0002163,2016-04-01,Liberty Group,Wholesale,Product 2,8,5808.900000000001,46471.200000000004,3485.34,NC,North Carolina,South,36.07613,-79.4683,3050087.565,
34816,SO - 0003314,2016-04-01,Lazzy Group,Distributor,Product 26,12,4006.6,48079.2,2123.498,AZ,Arizona,West,35.19807,-111.65127,5685138.2700000005,
34817,SO - 0004416,2016-04-01,Kare Corp,Wholesale,Product 14,6,187.6,1125.6,103.18,CA,California,West,38.58907,-121.30273,4028698.4090000005,
34818,SO - 0005382,2016-04-01,Deseret Group,Wholesale,Product 14,9,5956.3,53606.700000000004,4467.225,CA,California,West,34.09751,-117.64839,4028698.4090000005,
34819,SO - 0007427,2016-04-01,Skidoo Company,Wholesale,Product 25,8,3986.5,31892.0,2072.98,CA,California,West,37.38605,-122.08385,5342315.484,
34820,SO - 0009806,2016-04-01,Topco Company,Wholesale,Product 2,5,3939.6,19698.0,2403.156,PA,Pennsylvania,Northeast,40.62642,-75.3679,3050087.565,
34821,SO - 0009727,2016-04-01,Zoomdog Corp,Wholesale,Product 3,6,214.4,1286.4,145.792,FL,Florida,South,26.06287,-80.2331,2642352.432,
34822,SO - 000308,2016-04-02,Eire Corp,Distributor,Product 1,11,1045.2,11497.2,533.052,IL,Illinois,Midwest,39.80172,-89.64371,3016489.209,
34823,SO - 0002650,2016-04-02,Vitz Company,Distributor,Product 26,10,221.1,2211.0,170.24699999999999,NJ,New Jersey,Northeast,40.72386,-74.23252,5685138.2700000005,
34824,SO - 0003125,2016-04-02,Fred's Company,Wholesale,Product 14,8,2592.9,20743.2,1348.308,IL,Illinois,Midwest,42.19779,-87.94553,4028698.4090000005,
34825,SO - 0004218,2016-04-02,Family Corp,Export,Product 16,10,1252.9,12529.0,789.3270000000001,NC,North Carolina,South,35.41069,-80.84285,2062061.144,
34826,SO - 0005148,2016-04-02,Gigabox Group,Export,Product 26,6,6130.5,36783.0,3310.4700000000003,NM,New Mexico,West,35.28507,-106.69887,5685138.2700000005,
34827,SO - 0005171,2016-04-02,Revitol Company,Export,Product 17,6,1005.0,6030.0,502.5,AL,Alabama,South,34.57332,-86.99214,2119616.824,
34828,SO - 0005661,2016-04-02,Epic Group,Wholesale,Product 6,7,917.9,6425.3,715.962,IN,Indiana,Midwest,41.64717,-86.13333,1672229.416,
34829,SO - 0008549,2016-04-02,Devpoint Group,Distributor,Product 15,11,1333.3,14666.3,879.9780000000001,TX,Texas,South,32.51934,-94.76459,3299478.315,
34830,SO - 000243,2016-04-02,Yodoo Ltd,Wholesale,Product 18,12,1299.8,15597.599999999999,922.858,CA,California,West,36.33023,-119.29206,2309499.045,
34831,SO - 0001531,2016-04-02,WOCKHARDT Group,Distributor,Product 5,7,3953.0,27671.0,2174.15,CA,California,West,38.67852,-121.7733,3925424.5420000004,
34832,SO - 0001779,2016-04-02,Accudial Company,Wholesale,Product 14,7,1139.0,7973.0,774.5200000000001,AZ,Arizona,West,33.30616,-111.84125,4028698.4090000005,
34833,SO - 0001955,2016-04-02,Cogidoo Company,Wholesale,Product 4,8,6532.5,52260.0,3984.825,CA,California,West,33.94001,-118.13257,2885560.824,
34834,SO - 0003152,2016-04-02,Organon Corp,Wholesale,Product 26,6,2338.3,14029.800000000001,1894.0230000000004,NV,Nevada,West,39.52963,-119.8138,5685138.2700000005,
34835,SO - 0005805,2016-04-02,Voolia Ltd,Wholesale,Product 4,5,3718.5,18592.5,2751.69,NY,New York,Northeast,42.12662,-76.03324,2885560.824,
34836,SO - 0008048,2016-04-02,Mydo Corp,Distributor,Product 19,5,1755.4,8777.0,1351.6580000000001,FL,Florida,South,26.93422,-80.09421,1645841.6,
34837,SO - 0001378,2016-04-02,Valeant Corp,Wholesale,Product 14,11,1728.6000000000001,19014.600000000002,1279.164,MT,Montana,West,47.50024,-111.30081,4028698.4090000005,
34838,SO - 0002701,2016-04-02,Eidel Corp,Export,Product 10,7,5755.3,40287.1,3683.3920000000003,WA,Washington,West,47.67399,-122.12151,864331.624,
34839,SO - 0002887,2016-04-02,SEINDNI Corp,Distributor,Product 2,6,167.5,1005.0,68.675,GA,Georgia,South,32.08354,-81.09983,3050087.565,
34840,SO - 0004064,2016-04-02,Realbuzz Ltd,Distributor,Product 26,8,6559.3,52474.4,4132.359,OK,Oklahoma,South,35.44951,-97.3967,5685138.2700000005,
34841,SO - 0010665,2016-04-02,Walgreen Corp,Wholesale,Product 27,10,1869.3,18693.0,1345.896,MI,Michigan,Midwest,42.30754,-83.48577,964940.2310000001,
34842,SO - 0002644,2016-04-02,Twitterbri Ltd,Distributor,Product 19,9,3852.5,34672.5,2504.125,CA,California,West,33.55391,-117.21392,1645841.6,
34843,SO - 0005270,2016-04-02,Quaxo Ltd,Distributor,Product 24,9,2345.0,21105.0,1735.3,CT,Connecticut,Northeast,41.16704,-73.20483,756557.97,
34844,SO - 0006278,2016-04-02,ALK-Abello Ltd,Wholesale,Product 4,10,1715.2,17152.0,1457.92,FL,Florida,South,27.86614,-82.32648,2885560.824,
34845,SO - 0007486,2016-04-02,Flipbug Ltd,Distributor,Product 27,5,2445.5,12227.5,1760.76,NV,Nevada,West,39.534909999999996,-119.75269,964940.2310000001,
34846,SO - 0009588,2016-04-02,Tambee Company,Wholesale,Product 17,6,1105.5,6633.0,519.5849999999999,NJ,New Jersey,Northeast,40.69527,-74.26908,2119616.824,
34847,SO - 0009272,2016-04-02,Terumo Corp,Distributor,Product 3,5,5902.7,29513.5,2420.107,NJ,New Jersey,Northeast,39.48623,-75.02573,2642352.432,
34848,SO - 0009137,2016-04-02,Ascend Ltd,Distributor,Product 25,6,1949.7,11698.2,1559.7600000000002,MA,Massachusetts,Northeast,41.70149,-71.15505,5342315.484,
34849,SO - 0010507,2016-04-02,Realcube Company,Wholesale,Product 12,6,6009.900000000001,36059.4,4928.118,IN,Indiana,Midwest,41.58533,-87.35516,1356976.996,
34850,SO - 0004713,2016-04-02,sanofi-ave Group,Distributor,Product 18,7,1085.4,7597.800000000001,868.3200000000002,MI,Michigan,Midwest,42.6731,-83.03656,2309499.045,
34851,SO - 0007237,2016-04-02,Blogspan Ltd,Wholesale,Product 26,6,1721.9,10331.400000000001,947.0450000000001,TX,Texas,South,33.05077,-96.74794,5685138.2700000005,
34852,SO - 000408,2016-04-02,Realbridge Corp,Distributor,Product 18,6,5051.8,30310.800000000003,2930.044,MI,Michigan,Midwest,42.36837,-83.35271,2309499.045,
34853,SO - 0003709,2016-04-02,Feednation Corp,Export,Product 2,9,3919.5,35275.5,1606.995,MO,Missouri,Midwest,37.07636,-94.50121,3050087.565,
34854,SO - 0005593,2016-04-02,Divanoodle Ltd,Wholesale,Product 2,9,1045.2,9406.800000000001,585.3120000000001,IL,Illinois,Midwest,42.04639,-87.69435,3050087.565,
34855,SO - 0006808,2016-04-02,Skyvu Group,Wholesale,Product 26,8,3819.0,30552.0,2978.82,OR,Oregon,West,45.48706,-122.80371,5685138.2700000005,
34856,SO - 0009467,2016-04-02,Aldi Ltd,Distributor,Product 26,11,207.70000000000002,2284.7000000000003,103.85000000000001,CA,California,West,37.38605,-122.08385,5685138.2700000005,
34857,SO - 000207,2016-04-03,SEINDNI Corp,Wholesale,Product 12,7,1855.9,12991.300000000001,1447.602,MI,Michigan,Midwest,42.48948,-83.14465,1356976.996,
34858,SO - 000378,2016-04-03,Jayo Company,Wholesale,Product 13,11,924.6,10170.6,536.268,CA,California,West,33.87529,-117.56644,3720639.645,
34859,SO - 000604,2016-04-03,BTA Corp,Export,Product 14,7,971.5,6800.5,534.325,IN,Indiana,Midwest,39.95559,-86.01387,4028698.4090000005,
34860,SO - 0003084,2016-04-03,American Corp,Wholesale,Product 16,6,2003.3,12019.8,821.353,IN,Indiana,Midwest,41.58533,-87.35516,2062061.144,
34861,SO - 0005967,2016-04-03,Bath Group,Export,Product 13,9,1051.9,9467.1,694.2540000000001,NJ,New Jersey,Northeast,40.63371,-74.40737,3720639.645,
34862,SO - 0007305,2016-04-03,Twimbo Company,Distributor,Product 3,5,1038.5,5192.5,446.555,MI,Michigan,Midwest,42.48531,-83.37716,2642352.432,
34863,SO - 000957,2016-04-03,Tekfly Group,Distributor,Product 28,12,1098.8,13185.599999999999,681.256,MO,Missouri,Midwest,37.19415,-93.2913,1003867.767,
34864,SO - 0001252,2016-04-03,Chatterbri Ltd,Wholesale,Product 8,7,850.9,5956.3,553.085,CA,California,West,38.24936,-122.03997,1085037.3290000001,
34865,SO - 0006013,2016-04-03,Wise Company,Export,Product 26,7,3839.1,26873.7,1727.595,TX,Texas,South,32.56919,-97.12053,5685138.2700000005,
34866,SO - 0007451,2016-04-03,Bluezoom Group,Export,Product 17,11,944.7,10391.7,472.35,CO,Colorado,West,39.688,-104.68974,2119616.824,
34867,SO - 0009447,2016-04-03,Sanum-Kehl Group,Export,Product 16,8,1822.4,14579.2,1530.816,CA,California,West,33.72835,-117.14642,2062061.144,
34868,SO - 0010120,2016-04-03,Aldi Ltd,Wholesale,Product 10,10,207.70000000000002,2077.0,139.15900000000002,CT,Connecticut,Northeast,41.17594,-73.27205,864331.624,
34869,SO - 0009341,2016-04-03,Voolith Ltd,Distributor,Product 14,6,1695.1000000000001,10170.6,1373.0310000000002,MI,Michigan,Midwest,42.65837,-83.14993,4028698.4090000005,
34870,SO - 0009586,2016-04-03,Skinder Group,Wholesale,Product 26,7,6338.2,44367.4,4817.032,NY,New York,Northeast,40.70621,-73.61874,5685138.2700000005,
34871,SO - 000599,2016-04-03,Topiczoom Corp,Export,Product 2,7,2405.3,16837.100000000002,1731.816,CA,California,West,38.58907,-121.30273,3050087.565,
34872,SO - 0006188,2016-04-03,Colgate-Pa Group,Distributor,Product 16,12,5400.2,64802.399999999994,3780.1399999999994,CA,California,West,36.82523,-119.70292,2062061.144,
34873,SO - 0006415,2016-04-03,Zoonder Group,Export,Product 4,9,4013.3,36119.700000000004,2809.31,TX,Texas,South,32.58986,-96.85695,2885560.824,
34874,SO - 0006676,2016-04-03,Neutrogena Ltd,Export,Product 15,12,1092.1000000000001,13105.2,655.2600000000001,CA,California,West,33.83529,-117.9145,3299478.315,
34875,SO - 0007546,2016-04-03,Podcat Corp,Distributor,Product 21,10,1748.7,17487.0,1381.4730000000002,CA,California,West,36.67774,-121.6555,959899.2180000001,
34876,SO - 000653,2016-04-03,Zoovu Corp,Distributor,Product 25,12,1159.1000000000001,13909.2,533.186,MI,Michigan,Midwest,42.71434,-84.55928,5342315.484,
34877,SO - 0001524,2016-04-03,Buzzbean Group,Wholesale,Product 5,9,951.4,8562.6,808.6899999999999,OK,Oklahoma,South,35.22257,-97.43948,3925424.5420000004,
34878,SO - 0001565,2016-04-03,Gabvine Ltd,Wholesale,Product 29,6,1098.8,6592.799999999999,791.136,TX,Texas,South,28.80527,-97.0036,594471.5700000001,
34879,SO - 0002411,2016-04-03,Jayo Company,Distributor,Product 2,6,5695.0,34170.0,2619.7000000000003,NY,New York,Northeast,40.91149,-73.78235,3050087.565,
34880,SO - 0002976,2016-04-03,Z.H.T. Group,Wholesale,Product 13,10,891.1,8911.0,730.702,IA,Iowa,Midwest,41.52364,-90.57764,3720639.645,
34881,SO - 0003092,2016-04-03,Skyble Corp,Wholesale,Product 2,5,676.7,3383.5,345.117,CA,California,West,33.60002,-117.672,3050087.565,
34882,SO - 0010411,2016-04-03,Jaxbean Group,Wholesale,Product 1,11,3122.2000000000003,34344.200000000004,1498.6560000000002,CO,Colorado,West,39.91942,-104.94281,3016489.209,
34883,SO - 0009652,2016-04-03,Eayo Company,Wholesale,Product 6,6,891.1,5346.6,570.304,CA,California,West,38.35658,-121.98774,1672229.416,
34884,SO - 0009908,2016-04-03,Actavis Company,Wholesale,Product 19,11,5232.7,57559.7,2459.3689999999997,CA,California,West,37.323,-122.03218,1645841.6,
34885,SO - 000186,2016-04-03,Quaxo Ltd,Wholesale,Product 5,8,3182.5,25460.0,1973.15,CA,California,West,33.90224,-118.08173,3925424.5420000004,
34886,SO - 0001015,2016-04-03,Zooxo Ltd,Wholesale,Product 14,12,3819.0,45828.0,2520.54,CA,California,West,38.58157,-121.4944,4028698.4090000005,
34887,SO - 0001995,2016-04-03,WOONSOCKET Corp,Distributor,Product 26,5,2673.3,13366.5,1202.9850000000001,OH,Ohio,Midwest,41.45282,-82.18237,5685138.2700000005,
34888,SO - 0002973,2016-04-03,Dynazzy Company,Wholesale,Product 26,11,1118.9,12307.900000000001,749.6630000000001,IL,Illinois,Midwest,41.94151,-88.321,5685138.2700000005,
34889,SO - 0004327,2016-04-03,SHISEIDO Ltd,Distributor,Product 26,11,2619.7000000000003,28816.700000000004,1309.8500000000001,OR,Oregon,West,45.43123,-122.77149,5685138.2700000005,
34890,SO - 0007866,2016-04-03,Eire Corp,Wholesale,Product 2,7,3993.2000000000003,27952.4,3114.6960000000004,PA,Pennsylvania,Northeast,40.10622,-74.94364,3050087.565,
34891,SO - 000640,2016-04-03,Kare Corp,Wholesale,Product 9,12,1098.8,13185.599999999999,769.16,WI,Wisconsin,Midwest,42.72613,-87.78285,710415.405,
34892,SO - 0001516,2016-04-03,Mydeo Ltd,Wholesale,Product 22,5,3236.1,16180.5,2329.9919999999997,MN,Minnesota,Midwest,44.88969,-93.34995,663601.902,
34893,SO - 0002407,2016-04-03,Army Group,Wholesale,Product 13,9,227.8,2050.2000000000003,179.96200000000002,CT,Connecticut,Northeast,41.16704,-73.20483,3720639.645,
34894,SO - 0002685,2016-04-03,Holston Company,Distributor,Product 3,9,2539.3,22853.7,1523.5800000000002,CA,California,West,34.21639,-119.0376,2642352.432,
34895,SO - 0004157,2016-04-03,Feednation Corp,Wholesale,Product 3,11,3986.5,43851.5,2591.225,CA,California,West,38.70712,-121.28106,2642352.432,
34896,SO - 0004692,2016-04-03,Skyvu Group,Wholesale,Product 24,11,1721.9,18940.9,843.731,IL,Illinois,Midwest,41.83755,-87.68184,756557.97,
34897,SO - 0005828,2016-04-03,Flipstorm Group,Distributor,Product 11,5,3437.1,17185.5,2199.744,CA,California,West,37.36883,-122.03635,1230458.484,
34898,SO - 0007431,2016-04-03,Browsetype Corp,Distributor,Product 22,9,911.2,8200.800000000001,537.608,MA,Massachusetts,Northeast,42.1487,-72.60787,663601.902,
34899,SO - 0009244,2016-04-03,Jayo Company,Wholesale,Product 16,8,234.5,1876.0,154.77,NY,New York,Northeast,40.70621,-73.61874,2062061.144,
34900,SO - 0009130,2016-04-03,Bath Group,Distributor,Product 25,12,2479.0,29748.0,1512.19,CA,California,West,33.74752,-116.97197,5342315.484,
34901,SO - 0010546,2016-04-03,NARS Group,Wholesale,Product 1,12,2452.2000000000003,29426.4,1814.6280000000002,CA,California,West,37.00578,-121.56828,3016489.209,
34902,SO - 0008798,2016-04-03,Blogtags Ltd,Distributor,Product 5,8,5125.5,41004.0,2408.9849999999997,CA,California,West,37.44188,-122.14302,3925424.5420000004,
34903,SO - 0004197,2016-04-04,Quimm Company,Distributor,Product 4,8,2659.9,21279.2,1728.9350000000002,FL,Florida,South,26.23786,-80.12477,2885560.824,
34904,SO - 0006524,2016-04-04,The Ltd,Wholesale,Product 17,11,1072.0,11792.0,696.8000000000001,IL,Illinois,Midwest,41.76635,-88.2009,2119616.824,
34905,SO - 0007465,2016-04-04,Twimbo Company,Wholesale,Product 15,9,1038.5,9346.5,747.72,CA,California,West,36.74773,-119.77237,3299478.315,
34906,SO - 0009035,2016-04-04,Ascend Ltd,Wholesale,Product 14,7,3021.7000000000003,21151.9,1843.237,IL,Illinois,Midwest,42.1014,-87.74493,4028698.4090000005,
34907,SO - 0008249,2016-04-04,Aldi Ltd,Wholesale,Product 25,7,3504.1,24528.7,2207.583,TX,Texas,South,31.11712,-97.7278,5342315.484,
34908,SO - 0008390,2016-04-04,Aveda Group,Wholesale,Product 6,9,207.70000000000002,1869.3000000000002,95.54200000000002,NY,New York,Northeast,40.64092,-73.31669,1672229.416,
34909,SO - 0009889,2016-04-04,Johnson Ltd,Wholesale,Product 25,7,1139.0,7973.0,706.18,IN,Indiana,Midwest,38.31459,-85.73894,5342315.484,
34910,SO - 000649,2016-04-04,Tekfly Group,Distributor,Product 15,6,2331.6,13989.599999999999,1818.648,MA,Massachusetts,Northeast,42.63342,-71.31617,3299478.315,
34911,SO - 0004141,2016-04-04,Viva Ltd,Export,Product 26,7,6485.6,45399.200000000004,2723.952,OR,Oregon,West,44.05207,-123.08675,5685138.2700000005,
34912,SO - 0005298,2016-04-04,Browsetype Corp,Distributor,Product 16,7,2586.2000000000003,18103.4,2068.9600000000005,IL,Illinois,Midwest,41.68366,-88.08834,2062061.144,
34913,SO - 0006464,2016-04-04,Wordtune Company,Wholesale,Product 6,9,1768.8,15919.199999999999,1149.72,IL,Illinois,Midwest,40.4842,-88.99369,1672229.416,
34914,SO - 0007679,2016-04-04,Z.H.T. Group,Export,Product 6,11,5400.2,59402.2,2322.086,FL,Florida,South,26.33981,-81.7787,1672229.416,
34915,SO - 0010781,2016-04-04,Oba Company,Wholesale,Product 14,8,984.9,7879.2,827.3159999999999,MA,Massachusetts,Northeast,42.41843,-71.10616,4028698.4090000005,
34916,SO - 0010209,2016-04-04,Buzzshare Company,Distributor,Product 25,12,1139.0,13668.0,740.35,MS,Mississippi,South,30.36742,-89.09282,5342315.484,
34917,SO - 000385,2016-04-04,CARDINAL Group,Distributor,Product 2,5,6539.2,32696.0,3858.1279999999997,MD,Maryland,South,38.94278,-76.73028,3050087.565,
34918,SO - 0002082,2016-04-04,Wordpedia Ltd,Wholesale,Product 26,6,1058.6000000000001,6351.6,730.4340000000001,IA,Iowa,Midwest,42.49567,-96.39053,5685138.2700000005,
34919,SO - 0002679,2016-04-04,Realbuzz Ltd,Distributor,Product 15,8,924.6,7396.8,711.942,NC,North Carolina,South,34.75405,-77.43024,3299478.315,
34920,SO - 0005205,2016-04-04,CARDINAL Group,Wholesale,Product 8,11,2378.5,26163.5,1403.3149999999998,FL,Florida,South,28.01057,-82.57732,1085037.3290000001,
34921,SO - 0007608,2016-04-04,Eire Corp,Distributor,Product 15,10,1983.2,19832.0,1606.392,MI,Michigan,Midwest,42.48059,-83.47549,3299478.315,
34922,SO - 0007806,2016-04-04,Browsetype Corp,Wholesale,Product 26,5,1125.6000000000001,5628.000000000001,562.8000000000001,CA,California,West,34.1975,-119.17705,5685138.2700000005,
34923,SO - 0008540,2016-04-04,Realbridge Corp,Distributor,Product 4,10,2278.0,22780.0,1526.26,CA,California,West,34.01223,-117.68894,2885560.824,
34924,SO - 0001026,2016-04-04,Browsetype Corp,Export,Product 26,5,3470.6,17353.0,1561.77,GA,Georgia,South,34.07538,-84.29409,5685138.2700000005,
34925,SO - 0003060,2016-04-04,Vitz Company,Wholesale,Product 14,12,1118.9,13426.800000000001,693.7180000000001,FL,Florida,South,26.35869,-80.0831,4028698.4090000005,
34926,SO - 0003224,2016-04-04,Realbuzz Ltd,Wholesale,Product 10,11,1051.9,11570.900000000001,736.33,CT,Connecticut,Northeast,41.76371,-72.68509,864331.624,
34927,SO - 0003871,2016-04-04,Janyx Group,Wholesale,Product 13,7,790.6,5534.2,434.83000000000004,IN,Indiana,Midwest,41.13925,-85.05898,3720639.645,
34928,SO - 0004550,2016-04-04,Tagfeed Ltd,Wholesale,Product 11,10,5045.1,50451.0,2573.001,TX,Texas,South,32.68695,-97.0211,1230458.484,
34929,SO - 0004581,2016-04-04,Vinte Group,Distributor,Product 15,8,3892.7000000000003,31141.600000000002,2296.693,CT,Connecticut,Northeast,41.77524,-72.52443,3299478.315,
34930,SO - 0005612,2016-04-04,Cantrell Company,Distributor,Product 16,10,2244.5,22445.0,920.2449999999999,SC,South Carolina,South,32.79407,-79.86259,2062061.144,
34931,SO - 0005697,2016-04-04,Linklinks Ltd,Distributor,Product 26,10,1983.2,19832.0,1189.92,IL,Illinois,Midwest,41.88716,-87.78994,5685138.2700000005,
34932,SO - 0006098,2016-04-04,BB17 Company,Wholesale,Product 3,6,3973.1,23838.6,3377.1349999999998,CT,Connecticut,Northeast,41.22509,-73.06111,2642352.432,
34933,SO - 0007514,2016-04-04,Aimbo Corp,Wholesale,Product 14,6,2519.2000000000003,15115.2,1914.5920000000003,TX,Texas,South,30.455,-97.60847,4028698.4090000005,
34934,SO - 0008171,2016-04-04,Unit Ltd,Distributor,Product 17,10,2318.2000000000003,23182.000000000004,1553.1940000000002,PA,Pennsylvania,Northeast,40.62642,-75.3679,2119616.824,
34935,SO - 000672,2016-04-04,Zooveo Company,Distributor,Product 5,8,1902.8,15222.4,970.428,TX,Texas,South,29.4724,-98.52514,3925424.5420000004,
34936,SO - 0001769,2016-04-04,Oba Company,Distributor,Product 25,6,1809.0,10854.0,1519.56,OR,Oregon,West,44.92371,-123.02319,5342315.484,
34937,SO - 0003102,2016-04-04,Fred's Company,Wholesale,Product 17,10,2599.6,25996.0,1195.816,IN,Indiana,Midwest,39.11904,-86.51979,2119616.824,
34938,SO - 0005058,2016-04-04,Walgreen Corp,Wholesale,Product 5,8,1031.8,8254.4,825.44,IL,Illinois,Midwest,41.69043,-87.74383,3925424.5420000004,
34939,SO - 0007417,2016-04-04,Kare Corp,Wholesale,Product 11,9,5440.400000000001,48963.600000000006,4461.128000000001,UT,Utah,West,40.23384,-111.65853,1230458.484,
34940,SO - 0009227,2016-04-04,Mita Corp,Wholesale,Product 3,11,6177.400000000001,67951.40000000001,5065.468,CA,California,West,38.58907,-121.30273,2642352.432,
34941,SO - 000732,2016-04-04,Organon Corp,Wholesale,Product 26,7,4013.3,28093.100000000002,3090.241,MD,Maryland,South,39.14344,-77.20137,5685138.2700000005,
34942,SO - 000898,2016-04-04,Browsebug Company,Distributor,Product 5,5,690.1,3450.5,338.149,CT,Connecticut,Northeast,41.67176,-72.94927,3925424.5420000004,
34943,SO - 0002663,2016-04-04,Thoughtmix Ltd,Wholesale,Product 25,5,1031.8,5159.0,701.624,TX,Texas,South,33.05077,-96.74794,5342315.484,
34944,SO - 0003213,2016-04-04,Gigabox Group,Wholesale,Product 6,10,690.1,6901.0,324.347,MD,Maryland,South,38.98067,-77.10026,1672229.416,
34945,SO - 0003610,2016-04-04,Eayo Company,Wholesale,Product 3,7,1038.5,7269.5,654.255,MA,Massachusetts,Northeast,41.9001,-71.08977,2642352.432,
34946,SO - 0003800,2016-04-04,Yombu Corp,Wholesale,Product 29,5,5621.3,28106.5,2754.437,TX,Texas,South,32.58986,-96.85695,594471.5700000001,
34947,SO - 0004544,2016-04-04,Twinte Group,Export,Product 15,9,2412.0,21708.0,1206.0,IN,Indiana,Midwest,40.19153,-85.38601,3299478.315,
34948,SO - 0006159,2016-04-04,Camido Company,Wholesale,Product 1,8,3966.4,31731.2,2300.5119999999997,NY,New York,Northeast,40.62472,-73.95222,3016489.209,
34949,SO - 0006405,2016-04-04,Mydo Corp,Export,Product 2,11,857.6,9433.6,514.56,NJ,New Jersey,Northeast,40.94585,-74.24508,3050087.565,
34950,SO - 0006594,2016-04-04,Bath Group,Distributor,Product 3,12,3845.8,46149.600000000006,2076.7320000000004,NJ,New Jersey,Northeast,40.74399,-74.03236,2642352.432,
34951,SO - 0007502,2016-04-04,Johnson Ltd,Wholesale,Product 1,6,1996.6000000000001,11979.6,1417.586,IL,Illinois,Midwest,42.10987,-87.94458,3016489.209,
34952,SO - 0008114,2016-04-04,Tekfly Group,Export,Product 4,8,1775.5,14204.0,710.2,NJ,New Jersey,Northeast,40.50677,-74.26542,2885560.824,
34953,SO - 0010128,2016-04-04,Flipstorm Group,Export,Product 12,10,1038.5,10385.0,623.1,CA,California,West,33.88863,-117.81311,1356976.996,
34954,SO - 0010315,2016-04-04,Zoovu Corp,Wholesale,Product 5,12,897.8000000000001,10773.6,673.35,CA,California,West,33.74557,-117.86783,3925424.5420000004,
34955,SO - 0008876,2016-04-04,Ascend Ltd,Wholesale,Product 25,6,1996.6000000000001,11979.6,1217.9260000000002,CA,California,West,38.10409,-122.25664,5342315.484,
34956,SO - 000186,2016-04-05,Quaxo Ltd,Wholesale,Product 5,8,3182.5,25460.0,1973.15,CA,California,West,34.02862,-117.81034,3925424.5420000004,
34957,SO - 000275,2016-04-05,Skyble Corp,Distributor,Product 15,10,174.20000000000002,1742.0000000000002,139.36,MI,Michigan,Midwest,42.48948,-83.14465,3299478.315,
34958,SO - 000306,2016-04-05,Vimbo Company,Distributor,Product 17,10,2599.6,25996.0,1481.772,TN,Tennessee,South,36.34233,-82.38091,2119616.824,
34959,SO - 0002046,2016-04-05,Chatterpoi Corp,Distributor,Product 5,8,2552.7000000000003,20421.600000000002,1761.363,AZ,Arizona,West,32.32341,-110.9951,3925424.5420000004,
34960,SO - 0002546,2016-04-05,ALK-Abello Ltd,Distributor,Product 22,11,837.5,9212.5,703.5,IL,Illinois,Midwest,41.59859,-87.85041,663601.902,
34961,SO - 0002806,2016-04-05,H Ltd,Distributor,Product 25,9,1882.7,16944.3,1430.852,FL,Florida,South,26.71534,-80.05337,5342315.484,
34962,SO - 0003646,2016-04-05,General Company,Wholesale,Product 26,9,3162.4,28461.600000000002,2624.792,DC,District of Columbia,South,38.9041,-77.01723,5685138.2700000005,
34963,SO - 0005164,2016-04-05,Flipbug Ltd,Export,Product 5,5,5098.7,25493.5,3365.142,WA,Washington,West,47.14121,-122.27012,3925424.5420000004,
34964,SO - 0005527,2016-04-05,MEIJER Corp,Wholesale,Product 25,8,3517.5,28140.0,2743.65,CA,California,West,37.38605,-122.08385,5342315.484,
34965,SO - 0007525,2016-04-05,Skyvu Group,Export,Product 7,10,1333.3,13333.0,533.32,PA,Pennsylvania,Northeast,40.44062,-79.99589,889737.555,
34966,SO - 0001049,2016-04-05,Walgreen Corp,Distributor,Product 7,7,4006.6,28046.2,2444.026,IL,Illinois,Midwest,40.53839,-88.98528,889737.555,
34967,SO - 0001126,2016-04-05,Revitol Company,Wholesale,Product 13,10,877.7,8777.0,631.944,VA,Virginia,South,38.63706,-77.31109,3720639.645,
34968,SO - 0001506,2016-04-05,SAFEWAY Ltd,Wholesale,Product 14,5,1098.8,5494.0,527.424,CA,California,West,37.30216,-120.48297,4028698.4090000005,
